season,round,player,elo
2,45,Arsenal,1964.0
2,45,Bayern München,1925.0
2,45,Dinamo Minsk,1241.0
2,45,FC Midtjylland,1617.0
2,45,FCK,1616.0
2,45,Frankfurt,1724.0
2,45,Juventus,1843.0
2,45,Liverpool,1925.0
2,45,Manchester City,2050.0
2,45,Osasuna,1669.0
2,45,PSG,1906.0
2,45,Real Madrid,1997.0
2,45,Silkeborg,1458.0
2,45,Sporting Lissabon,1849.0
2,45,Tottenham,1814.0
2,45,Union Berlin,1658.0
2,45,Villarreal,1759.0
2,45,Wolfsburg,1656.0
2,46,Arsenal,1964.0
2,46,Atalanta,1853.0
2,46,Athletic Bilbao,1769.0
2,46,Atletico Madrid,1853.0
2,46,Bayern München,1925.0
2,46,Dortmund,1872.0
2,46,Lazio,1787.0
2,46,Leicester,1640.0
2,46,Liverpool,1925.0
2,46,Manchester City,2050.0
2,46,Manchester United,1756.0
2,46,Marseille,1757.0
2,46,Monaco,1798.0
2,46,Napoli,1790.0
2,46,Randers,1444.0
2,46,Real Madrid,1997.0
2,46,Roma,1798.0
2,46,Valladolid,1576.0
2,46,Viborg,1436.0
2,46,West Ham,1723.0
2,47,AGF,1521.0
2,47,Alaves,1647.0
2,47,Aston Villa,1794.0
2,47,Atalanta,1853.0
2,47,Barcelona,1896.0
2,47,Bochum,1579.0
2,47,Brentford,1714.0
2,47,Brøndby,1537.0
2,47,Dortmund,1872.0
2,47,FCK,1616.0
2,47,Hearts,1368.0
2,47,Juventus,1843.0
2,47,Manchester City,2050.0
2,47,Monza,1650.0
2,47,Newcastle,1810.0
2,47,Osasuna,1669.0
2,47,RB Leipzig,1850.0
2,47,Real Madrid,1997.0
2,47,Udinese,1676.0
2,47,Werder Bremen,1686.0
2,48,AGF,1521.0
2,48,AaB,1351.0
2,48,Brøndby,1537.0
2,48,Cagliari,1589.0
2,48,FCK,1616.0
2,48,Fiorentina,1747.0
2,48,Frankfurt,1724.0
2,48,Girona,1765.0
2,48,Guimaraes,1601.0
2,48,Juventus,1843.0
2,48,Mallorca,1672.0
2,48,Manchester City,2050.0
2,48,Manchester United,1756.0
2,48,Mlada Boleslav,1467.0
2,48,Molde,1552.0
2,48,Monaco,1798.0
2,48,PSG,1906.0
2,48,RB Leipzig,1850.0
2,48,Rapid Wien,1500.0
2,48,Silkeborg,1458.0
2,49,Almeria,1525.0
2,49,Arsenal,1964.0
2,49,Brighton,1732.0
2,49,Cardiff,1368.0
2,49,Fiorentina,1747.0
2,49,Lazio,1787.0
2,49,Levante,1576.0
2,49,Liverpool,1925.0
2,49,Manchester United,1756.0
2,49,Monaco,1798.0
2,49,Napoli,1790.0
2,49,Nottingham Forest,1668.0
2,49,PSG,1906.0
2,49,Roma,1798.0
2,49,Sevilla,1669.0
2,49,Sheffield United,1546.0
2,49,Tenerife,1466.0
2,49,Tottenham,1814.0
2,49,Wolves,1654.0
2,50,Anderlecht,1617.0
2,50,Atalanta,1853.0
2,50,Augsburg,1614.0
2,50,Bologna,1765.0
2,50,Brighton,1732.0
2,50,Club Brügge,1677.0
2,50,Coventry,1472.0
2,50,Crystal Palace,1731.0
2,50,Frankfurt,1724.0
2,50,Ipswich,1582.0
2,50,Juventus,1843.0
2,50,Leicester,1640.0
2,50,Roma,1798.0
2,50,Sevilla,1669.0
2,50,Sheffield Wednesday,1436.0
2,50,Sociedad,1738.0
2,50,St. Pauli,1605.0
2,50,Stuttgart,1814.0
2,50,Valencia,1647.0
2,50,Villarreal,1759.0
2,51,Atletico Madrid,1853.0
2,51,Bayer Leverkusen,1940.0
2,51,Chelsea,1842.0
2,51,Como,1568.0
2,51,Everton,1681.0
2,51,FC Midtjylland,1617.0
2,51,Hoffenheim,1660.0
2,51,Holstein Kiel,1553.0
2,51,Las Palmas,1571.0
2,51,Ludogorets,1502.0
2,51,Manchester City,2050.0
2,51,Osasuna,1669.0
2,51,PSG,1906.0
2,51,Roma,1798.0
2,51,St. Pauli,1605.0
2,51,Tottenham,1814.0
2,51,Udinese,1676.0
2,51,Union Berlin,1658.0
3,1,AC Milan,1839.0
3,1,Aston Villa,1795.0
3,1,Atletico Madrid,1861.0
3,1,Benfica,1789.0
3,1,Dortmund,1845.0
3,1,FC Midtjylland,1580.0
3,1,FCK,1587.0
3,1,Feyenoord,1739.0
3,1,Fiorentina,1748.0
3,1,Heidenheim,1597.0
3,1,Inter,1969.0
3,1,Manchester City,1936.0
3,1,Monaco,1758.0
3,1,Real Madrid,1968.0
3,1,Sociedad,1814.0
3,1,Sporting Lissabon,1817.0
3,1,Stuttgart,1712.0
3,1,Tottenham,1837.0
3,2,AC Milan,1821.0
3,2,Atalanta,1902.0
3,2,Bournemouth,1711.0
3,2,Club Brügge,1690.0
3,2,FCK,1648.0
3,2,Feyenoord,1727.0
3,2,Heidenheim,1536.0
3,2,Inter,1940.0
3,2,Juventus,1852.0
3,2,Mainz,1635.0
3,2,Manchester City,2045.0
3,2,PSV,1799.0
3,2,Randers,1480.0
3,2,Real Madrid,1945.0
3,2,Southampton,1559.0
3,2,Valencia,1704.0
3,2,Villarreal,1755.0
3,3,Bologna,1718.0
3,3,Bournemouth,1711.0
3,3,Brighton,1751.0
3,3,Dortmund,1753.0
3,3,Empoli,1573.0
3,3,Everton,1728.0
3,3,FC Midtjylland,1625.0
3,3,FCK,1587.0
3,3,Fenerbahce,1683.0
3,3,Galatasaray,1704.0
3,3,Juventus,1843.0
3,3,Mallorca,1642.0
3,3,Manchester United,1787.0
3,3,Newcastle,1828.0
3,3,Nottingham Forest,1669.0
3,3,Parma,1568.0
3,3,Sevilla,1655.0
3,3,Union Berlin,1653.0
3,4,AC Milan,1821.0
3,4,Arsenal,1910.0
3,4,Athletic Bilbao,1780.0
3,4,Atletico Madrid,1861.0
3,4,Bayer Leverkusen,1860.0
3,4,Bayern München,1893.0
3,4,Chelsea,1782.0
3,4,FCK,1587.0
3,4,Frankfurt,1723.0
3,4,Ipswich,1540.0
3,4,Lazio,1772.0
3,4,Liverpool,1943.0
3,4,Nottingham Forest,1790.0
3,4,PSG,1927.0
3,4,PSV,1799.0
3,4,Real Madrid,1945.0
3,4,Silkeborg,1479.0
3,5,Aston Villa,1851.0
3,5,Atalanta,1775.0
3,5,Athletic Bilbao,1793.0
3,5,Atletico Madrid,1869.0
3,5,Barcelona,1903.0
3,5,Benfica,1789.0
3,5,Brentford,1740.0
3,5,Brøndby,1565.0
3,5,Dortmund,1845.0
3,5,Freiburg,1654.0
3,5,Juventus,1843.0
3,5,Lille,1789.0
3,5,Liverpool,2003.0
3,5,Mallorca,1642.0
3,5,Manchester United,1759.0
3,5,PSG,1881.0
3,5,RB Leipzig,1833.0
3,5,Randers,1480.0
3,5,Real Madrid,1968.0
3,5,Sociedad,1814.0
3,6,Arsenal,2001.0
3,6,Brøndby,1554.0
3,6,Castellon,1427.0
3,6,Chelsea,1782.0
3,6,Danmark,1857.0
3,6,Dortmund,1845.0
3,6,Frankrig,2124.0
3,6,Holland,1939.0
3,6,Italien,1930.0
3,6,Kroatien,1887.0
3,6,Portugal,2032.0
3,6,RB Leipzig,1738.0
3,6,Silkeborg,1479.0
3,6,Spanien,2028.0
3,6,Tyskland,1917.0
3,7,Argentina,2107.0
3,7,Brasilien,2054.0
3,7,Danmark,1871.0
3,7,Finland,1628.0
3,7,Frankrig,2056.0
3,7,Holland,1967.0
3,7,Israel,1601.0
3,7,Italien,1940.0
3,7,Kroatien,1948.0
3,7,Lituaen,1284.0
3,7,Norge,1745.0
3,7,Portugal,1993.0
3,7,Serbien,1810.0
3,7,Spanien,2178.0
3,7,Tyskland,1972.0
3,7,Østrig,1813.0
3,8,AC Milan,1839.0
3,8,Ajax,1653.0
3,8,Atletico Madrid,1869.0
3,8,Barcelona,1863.0
3,8,Besiktas,1500.0
3,8,Betis,1658.0
3,8,Chelsea,1861.0
3,8,FCK,1587.0
3,8,Galatasaray,1685.0
3,8,Hannover,1474.0
3,8,Magdeburg,143.0
3,8,Manchester United,1787.0
3,8,Monaco,1758.0
3,8,NIce,1712.0
3,8,Napoli,1856.0
3,8,Nottingham Forest,1790.0
3,8,PSV,1799.0
3,8,Randers,1431.0
3,8,Sevilla,1669.0
3,8,Tottenham,1837.0
3,9,AC Milan,1821.0
3,9,AGF,1531.0
3,9,Arsenal,2001.0
3,9,Aston Villa,1851.0
3,9,Athletic Bilbao,1780.0
3,9,Barcelona,1903.0
3,9,Bayern München,1893.0
3,9,Brøndby,1554.0
3,9,Dortmund,1845.0
3,9,Fiorentina,1748.0
3,9,Frankfurt,1719.0
3,9,Freiburg,1654.0
3,9,Inter,1940.0
3,9,Manchester City,2045.0
3,9,Manchester United,1759.0
3,9,PSG,1927.0
3,9,Real Madrid,1968.0
3,9,Tottenham,1787.0
3,9,Villarreal,1755.0
3,10,Mallorca,1642.0
3,10,Sociedad,1705.0
